seq,mean,cvar05,cvar25,distorted_ordered,prob_catastrophic,prob_degraded,prob_shortage,feasible,losses_json,probs_json
move|check_r2|check_r1|sample_r1|sample_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|sample_r1|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|sample_r2|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|sample_r2|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|sample_r2|sample_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|sample_r2|sample_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[1040.0, 0.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|sample_r2|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|move|check_r1,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|move|check_r2,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|move|sample_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|move|sample_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r1|move|move,220.0,220.0,220.0,219.99999999999997,0.0,1.0,0.0,False,"[220.0, 220.0, 220.0, 220.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r1|check_r1,230.0,230.0,230.0,230.0,0.0,1.0,0.0,False,"[230.0, 230.0, 230.0, 230.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r1|check_r2,230.0,230.0,230.0,230.0,0.0,1.0,0.0,False,"[230.0, 230.0, 230.0, 230.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r1|sample_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r1|sample_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r1|move,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r2|check_r1,230.0,230.0,230.0,230.0,0.0,1.0,0.0,False,"[230.0, 230.0, 230.0, 230.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r2|check_r2,230.0,230.0,230.0,230.0,0.0,1.0,0.0,False,"[230.0, 230.0, 230.0, 230.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r2|sample_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r2|sample_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|check_r2|move,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r1|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r1|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r1|sample_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r1|sample_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r1|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r2|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r2|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r2|sample_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r2|sample_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[1040.0, 0.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|sample_r2|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|move|check_r1,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|move|check_r2,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|move|sample_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|move|sample_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|check_r2|move|move,220.0,220.0,220.0,219.99999999999997,0.0,1.0,0.0,False,"[220.0, 220.0, 220.0, 220.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r1|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r1|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r1|sample_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r1|sample_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r1|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r2|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r2|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r2|sample_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r2|sample_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|check_r2|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r1|check_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r1|check_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r1|sample_r1,572.5,1145.0,1145.0,362.9419530081086,0.5,0.5,0.0,True,"[0.0, 1145.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r1|sample_r2,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[0.0, 785.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r1|move,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[0.0, 1035.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r2|check_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r2|check_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r2|sample_r1,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[0.0, 785.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r2|sample_r2,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[785.0, 0.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|sample_r2|move,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|move|check_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|move|check_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|move|sample_r1,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[0.0, 1035.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|move|sample_r2,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r1|move|move,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[0.0, 325.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r1|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r1|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r1|sample_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r1|sample_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[1040.0, 0.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r1|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r2|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r2|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[335.0, 0.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r2|sample_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r2|sample_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[1040.0, 0.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|check_r2|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r1|check_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r1|check_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r1|sample_r1,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[0.0, 785.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r1|sample_r2,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[785.0, 0.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r1|move,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r2|check_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[1040.0, 0.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r2|check_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[1040.0, 0.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r2|sample_r1,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[785.0, 0.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r2|sample_r2,572.5,1145.0,1145.0,362.9419530081086,0.5,0.5,0.0,True,"[1145.0, 0.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|sample_r2|move,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[1035.0, 0.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|move|check_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|move|check_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|move|sample_r1,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|move|sample_r2,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[1035.0, 0.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|sample_r2|move|move,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[325.0, 0.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r1|check_r1,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r1|check_r2,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r1|sample_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r1|sample_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r1|move,220.0,220.0,220.0,219.99999999999997,0.0,1.0,0.0,False,"[220.0, 220.0, 220.0, 220.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r2|check_r1,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r2|check_r2,225.0,225.0,225.0,225.0,0.0,1.0,0.0,False,"[225.0, 225.0, 225.0, 225.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r2|sample_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r2|sample_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|check_r2|move,220.0,220.0,220.0,219.99999999999997,0.0,1.0,0.0,False,"[220.0, 220.0, 220.0, 220.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r1|check_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r1|check_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r1|sample_r1,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[0.0, 1035.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r1|sample_r2,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r1|move,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[0.0, 325.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r2|check_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r2|check_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[330.0, 0.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r2|sample_r1,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r2|sample_r2,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[1035.0, 0.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|sample_r2|move,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[325.0, 0.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|move|check_r1,220.0,220.0,220.0,219.99999999999997,0.0,1.0,0.0,False,"[220.0, 220.0, 220.0, 220.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|move|check_r2,220.0,220.0,220.0,219.99999999999997,0.0,1.0,0.0,False,"[220.0, 220.0, 220.0, 220.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|move|sample_r1,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[0.0, 325.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|move|sample_r2,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[325.0, 0.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|check_r2|move|move|move,215.0,215.0,215.0,215.0,0.0,1.0,0.0,False,"[215.0, 215.0, 215.0, 215.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r1|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r1|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r1|sample_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r1|sample_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r1|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r2|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r2|check_r2,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r2|sample_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r2|sample_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|check_r2|move,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r1|check_r1,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r1|check_r2,520.0,1040.0,1040.0,329.65906648771437,0.5,0.5,0.0,True,"[0.0, 1040.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r1|sample_r1,572.5,1145.0,1145.0,362.9419530081086,0.5,0.5,0.0,True,"[0.0, 1145.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r1|sample_r2,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[0.0, 785.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r1|move,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[0.0, 1035.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r2|check_r1,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r2|check_r2,300.0,1040.0,1040.0,183.16741506210923,0.25,0.25,0.0,True,"[80.0, 80.0, 0.0, 1040.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r2|sample_r1,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[0.0, 785.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r2|sample_r2,482.5,1145.0,1145.0,301.51247474524286,0.5,0.25,0.0,True,"[785.0, 0.0, 0.0, 1145.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|sample_r2|move,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|move|check_r1,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|move|check_r2,165.0,330.0,330.0,104.60335763552476,0.0,0.5,0.0,True,"[0.0, 330.0, 0.0, 330.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|move|sample_r1,517.5,1035.0,1035.0,328.07416712960037,0.5,0.5,0.0,True,"[0.0, 1035.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|move|sample_r2,296.25,1035.0,1035.0,180.49999754095126,0.25,0.25,0.0,True,"[75.0, 75.0, 0.0, 1035.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r1|move|move,162.5,325.0,325.0,103.01845827741073,0.0,0.5,0.0,True,"[0.0, 325.0, 0.0, 325.0]","[0.25, 0.25, 0.25, 0.25]"
move|sample_r1|check_r2|check_r1|check_r1,167.5,335.0,335.0,106.18825699363876,0.0,0.5,0.0,True,"[0.0, 335.0, 0.0, 335.0]","[0.25, 0.25, 0.25, 0.25]"
