sequence,mean,worst,var01,cvar01,var05,cvar05,var10,cvar10,var25,cvar25,wowa_mild,wowa_balanced,wowa_severe,robust20,prob_catastrophic,prob_degraded,prob_shortage,viol_catastrophic,viol_degraded,viol_shortage,violation_score,feasible
reboot_B|noop|reboot_C,192.0,212.0,212.0,212.0,212.0,212.00000000000003,212.0,212.00000000000003,212.0,212.0,195.4314575050762,201.55184500145035,209.64705882352942,212.00000000000003,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|noop|reboot_D,212.0,212.0,212.0,212.0,212.0,212.00000000000003,212.0,212.00000000000003,212.0,212.0,212.0,212.0,212.0,212.00000000000003,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|reboot_A|noop,132.0,212.0,212.0,212.0,212.0,212.00000000000003,212.0,212.00000000000003,212.0,212.0,145.7258300203048,170.20738000580135,202.58823529411765,212.00000000000003,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
reboot_B|reboot_A|reboot_A,138.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,151.7258300203048,176.20738000580138,208.58823529411765,218.0,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
reboot_B|reboot_A|reboot_B,138.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,151.7258300203048,176.20738000580138,208.58823529411765,218.0,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
reboot_B|reboot_A|reboot_C,118.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,128.29437251522862,146.65553500435104,170.94117647058823,178.0,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
reboot_B|reboot_A|reboot_D,138.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,151.7258300203048,176.20738000580138,208.58823529411765,218.0,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
reboot_B|reboot_B|noop,212.0,212.0,212.0,212.0,212.0,212.00000000000003,212.0,212.00000000000003,212.0,212.0,212.0,212.0,212.0,212.00000000000003,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|reboot_B|reboot_A,198.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,201.4314575050762,207.55184500145035,215.64705882352942,218.0,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|reboot_B|reboot_B,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|reboot_B|reboot_C,198.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,201.4314575050762,207.55184500145035,215.64705882352942,218.0,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|reboot_B|reboot_D,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,1.0,1.0,1.0,1.0,1.0,1.0,4000000.0,False
reboot_B|reboot_C|noop,132.0,212.0,212.0,212.0,212.0,212.00000000000003,212.0,212.00000000000003,212.0,212.0,145.7258300203048,170.20738000580135,202.58823529411765,212.00000000000003,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
reboot_B|reboot_C|reboot_A,118.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,128.29437251522862,146.65553500435104,170.94117647058823,178.0,0.5,1.0,0.5,0.5,1.0,0.5,2500000.0,False
